-23400	39010	-
-23400	39480	F1F2
-23400	39950	F1F2F3
-23400	40420	F1F2F3
-23400	40890	F1F2
-23400	41360	-
-23400	41830	F1F2
-23400	42300	F1F3
-23400	42770	F1F2F3
-23400	43240	F1F2F3
-23400	43710	F1F2F3
-23400	44180	F1F2F3
-23400	44650	F1F2
-23400	45120	F1F2
-23400	45590	F1F2F3
-23400	46060	F1F2F3
-23400	46530	F1F3
-23400	47000	F1F2F3
-23400	47470	F1F2F3
-23400	47940	F1F2F3
-23400	48410	F1F3
-23400	48880	F1F2F3
-23400	49350	F1F2
-23400	49820	F1F2F3
-23400	50290	-
-23400	50760	-
-23400	51230	F1F2F3
-23400	51700	F1F2F3
-23400	52170	-
-23400	52640	-
-23400	53110	-
-23400	53580	F1F2F3
-23400	54050	F1
-23400	54520	-
-22750	34310	F1F2
-22750	34780	F1F2
-22750	35250	-
-22750	35720	F1F2
-22750	36190	F1F2
-22750	36660	F1F2
-22750	37130	F1F2
-22750	37600	F1F2
-22750	38070	-
-22750	38540	F1F2
-22750	39010	F2F3
-22750	39480	F1F3
-22750	39950	F1
-22750	40420	F1
-22750	40890	F1
-22750	41360	F1F3
-22750	41830	F1
-22750	42300	F1F3
-22750	42770	F2F3
-22750	43240	F1
-22750	43710	F2F3
-22750	44180	F1
-22750	44650	F1
-22750	45120	F1F2
-22750	45590	F1F3
-22750	46060	F1F3
-22750	46530	F1F3
-22750	47000	F1F3
-22750	47470	F1F3
-22750	47940	-
-22750	48410	F2F3
-22750	48880	F1F3
-22750	49350	F1F3
-22750	49820	F1F2
-22750	50290	-
-22750	50760	-
-22750	51230	F1F3
-22750	51700	-
-22750	52170	-
-22750	52640	-
-22750	53110	-
-22750	53580	F1F2F3
-22750	54050	-
-22750	54520	-
-22750	54990	F1F2
-22750	55460	F1F2F3
-22750	55930	F1F3
-22750	56400	F1F2
-22750	56870	F1F2
-22750	57340	F1F2F3
-22750	57810	F1
-22750	58280	F1F3
-22750	58750	-
-22750	59220	F1F2
-22100	31020	F1F2F3
-22100	31490	F1F2
-22100	31960	-
-22100	32430	F1F2
-22100	32900	F1F2
-22100	33370	F1F3
-22100	33840	F1F2
-22100	34310	F1
-22100	34780	F1
-22100	35250	F1
-22100	35720	F1
-22100	36190	F1F2
-22100	36660	F1
-22100	37130	F1
-22100	37600	F1
-22100	38070	F1F3
-22100	38540	F1F3
-22100	39010	-
-22100	39480	F1
-22100	39950	F1
-22100	40420	F1F3
-22100	40890	F1F3
-22100	41360	F1F3
-22100	41830	F1
-22100	42300	F1
-22100	42770	F1
-22100	43240	F1F3
-22100	43710	F1
-22100	44180	-
-22100	44650	F1F3
-22100	45120	F1F3
-22100	45590	F1
-22100	46060	F1F3
-22100	46530	F1F3
-22100	47000	F1
-22100	47470	-
-22100	47940	F1F2
-22100	48410	F1F2
-22100	48880	-
-22100	49350	F1
-22100	49820	F1F2
-22100	50290	F1
-22100	50760	-
-22100	51230	F1
-22100	51700	F2F3
-22100	52170	F1F3
-22100	52640	-
-22100	53110	-
-22100	53580	F1F2
-22100	54050	F1F3
-22100	54520	F1
-22100	54990	F1
-22100	55460	F1F3
-22100	55930	-
-22100	56400	F1F2
-22100	56870	F1F3
-22100	57340	F1F2
-22100	57810	F1F2
-22100	58280	F1F3
-22100	58750	F1F2
-22100	59220	F1F3
-22100	59690	F1F3
-22100	60160	F1F3
-22100	60630	F1F2
-22100	61100	F1F3
-22100	61570	F1F3
-22100	62040	F1F2
-22100	62510	F1F2F3
-21450	28670	F1F2F3
-21450	29140	F1F2
-21450	29610	F1F2
-21450	30080	F1F2
-21450	30550	F1F2
-21450	31020	F1F3
-21450	31490	F1F3
-21450	31960	F1F3
-21450	32430	F1F3
-21450	32900	F1F3
-21450	33370	F1F3
-21450	33840	F1F3
-21450	34310	F1F3
-21450	34780	F2F3
-21450	35250	F1
-21450	35720	F1
-21450	36190	F1F3
-21450	36660	F1
-21450	37130	F1
-21450	37600	F1
-21450	38070	-
-21450	38540	F2F3
-21450	39010	F1
-21450	39480	F1
-21450	39950	F2F3
-21450	40420	F1F3
-21450	40890	F1
-21450	41360	F1F3
-21450	41830	F1
-21450	42300	F2F3
-21450	42770	F1
-21450	43240	F1
-21450	43710	F1F3
-21450	44180	F2F3
-21450	44650	-
-21450	45120	F1
-21450	45590	F1
-21450	46060	F1F3
-21450	46530	F1
-21450	47000	F1F3
-21450	47470	F1F2
-21450	47940	F1
-21450	48410	F1F3
-21450	48880	-
-21450	49350	F1F2
-21450	49820	F1F2F3
-21450	50290	F1
-21450	50760	F1F3
-21450	51230	-
-21450	51700	F1F3
-21450	52170	F1F3
-21450	52640	F1
-21450	53110	-
-21450	53580	F1F3
-21450	54050	F1F3
-21450	54520	F1
-21450	54990	F1
-21450	55460	F1F2
-21450	55930	F1F3
-21450	56400	F1F3
-21450	56870	F1F2
-21450	57340	F1F3
-21450	57810	F1F2
-21450	58280	F1F2
-21450	58750	F1F2
-21450	59220	F1F2
-21450	59690	F1F3
-21450	60160	F1
-21450	60630	F1F3
-21450	61100	F1F2
-21450	61570	F1F3
-21450	62040	-
-21450	62510	F1F3
-21450	62980	F1F2F3
-21450	63450	-
-21450	63920	-
-21450	64390	F1
-21450	64860	F1F2F3
-20800	26320	F1
-20800	26790	F1F2
-20800	27260	F1F2F3
-20800	27730	F1F2
-20800	28200	F1F2F3
-20800	28670	F2F3
-20800	29140	F1F3
-20800	29610	F1F3
-20800	30080	F1
-20800	30550	-
-20800	31020	-
-20800	31490	-
-20800	31960	F1F3
-20800	32430	F1F3
-20800	32900	F1
-20800	33370	F1F3
-20800	33840	F2F3
-20800	34310	F1F2
-20800	34780	F1
-20800	35250	F1F3
-20800	35720	F1F3
-20800	36190	F1
-20800	36660	F1
-20800	37130	F1F3
-20800	37600	-
-20800	38070	-
-20800	38540	F1
-20800	39010	F2F3
-20800	39480	F2F3
-20800	39950	F1
-20800	40420	F2
-20800	40890	F2F3
-20800	41360	F2F3
-20800	41830	F2
-20800	42300	F1F3
-20800	42770	-
-20800	43240	F1
-20800	43710	F1
-20800	44180	F1F3
-20800	44650	F1
-20800	45120	F2F3
-20800	45590	F1F3
-20800	46060	F1
-20800	46530	F1
-20800	47000	F1F3
-20800	47470	-
-20800	47940	F1F3
-20800	48410	F1
-20800	48880	-
-20800	49350	F1F3
-20800	49820	F1
-20800	50290	F1
-20800	50760	F1F2
-20800	51230	-
-20800	51700	F1F2
-20800	52170	F1F3
-20800	52640	-
-20800	53110	-
-20800	53580	F1F3
-20800	54050	F1
-20800	54520	F1F3
-20800	54990	F1F3
-20800	55460	F1
-20800	55930	F1
-20800	56400	F1
-20800	56870	F1
-20800	57340	F1F3
-20800	57810	F2F3
-20800	58280	F1F3
-20800	58750	F2F3
-20800	59220	-
-20800	59690	F1F2
-20800	60160	F1F3
-20800	60630	F1F3
-20800	61100	-
-20800	61570	F1F2
-20800	62040	F1
-20800	62510	F1F3
-20800	62980	F1F2
-20800	63450	-
-20800	63920	F1F2
-20800	64390	F1F3
-20800	64860	F1F3
-20800	65330	F1F2F3
-20800	65800	-
-20800	66270	-
-20800	66740	F1F2
-20800	67210	F1F2F3
-20150	24440	F1F2
-20150	24910	F1F2
-20150	25380	F1F3
-20150	25850	F1F2
-20150	26320	F1F3
-20150	26790	F1F3
-20150	27260	F2F3
-20150	27730	F1
-20150	28200	F1F3
-20150	28670	F1
-20150	29140	F2F3
-20150	29610	F1
-20150	30080	F2F3
-20150	30550	F1
-20150	31020	F1
-20150	31490	F1F3
-20150	31960	F1
-20150	32430	F1
-20150	32900	F2F3
-20150	33370	F1
-20150	33840	F1
-20150	34310	F1
-20150	34780	F1
-20150	35250	F2
-20150	35720	F2F3
-20150	36190	F2F3
-20150	36660	F1
-20150	37130	F1F3
-20150	37600	F2F3
-20150	38070	F1
-20150	38540	F1
-20150	39010	-
-20150	39480	F1F3
-20150	39950	F2F3
-20150	40420	F2F3
-20150	40890	F1
-20150	41360	F1
-20150	41830	F2F3
-20150	42300	F1
-20150	42770	F2F3
-20150	43240	F1
-20150	43710	F1
-20150	44180	F1
-20150	44650	F1
-20150	45120	F1
-20150	45590	F1F3
-20150	46060	F1
-20150	46530	F1
-20150	47000	F1F3
-20150	47470	-
-20150	47940	F1
-20150	48410	F1F3
-20150	48880	F1F3
-20150	49350	F1
-20150	49820	F1F3
-20150	50290	F1
-20150	50760	-
-20150	51230	-
-20150	51700	-
-20150	52170	F2F3
-20150	52640	F2F3
-20150	53110	-
-20150	53580	F2F3
-20150	54050	F1F2
-20150	54520	F1F3
-20150	54990	-
-20150	55460	F1
-20150	55930	F1
-20150	56400	F1
-20150	56870	F1F2
-20150	57340	F2F3
-20150	57810	F1
-20150	58280	F1F3
-20150	58750	F1F3
-20150	59220	F1F3
-20150	59690	F1F3
-20150	60160	F1
-20150	60630	F1
-20150	61100	-
-20150	61570	F1F3
-20150	62040	F1
-20150	62510	F1F2
-20150	62980	F1F2
-20150	63450	F1
-20150	63920	F1
-20150	64390	F1F2
-20150	64860	F2F3
-20150	65330	F1
-20150	65800	-
-20150	66270	-
-20150	66740	F1F2F3
-20150	67210	F1F2
-20150	67680	F1F2
-20150	68150	-
-20150	68620	F1F2
-20150	69090	F1F2
-19500	22560	F1F2
-19500	23030	F1F2
-19500	23500	F1F2
-19500	23970	F1F2
-19500	24440	-
-19500	24910	F1F3
-19500	25380	F1F2
-19500	25850	F1F2
-19500	26320	F2F3
-19500	26790	-
-19500	27260	F1
-19500	27730	F1
-19500	28200	-
-19500	28670	F1F3
-19500	29140	F1
-19500	29610	F1
-19500	30080	F1
-19500	30550	F1F3
-19500	31020	F2F3
-19500	31490	F1
-19500	31960	F1
-19500	32430	F1F3
-19500	32900	F1
-19500	33370	F1F3
-19500	33840	F1
-19500	34310	F2F3
-19500	34780	F2F3
-19500	35250	F2F3
-19500	35720	F1
-19500	36190	F2F3
-19500	36660	-
-19500	37130	F2F3
-19500	37600	-
-19500	38070	F2
-19500	38540	F2F3
-19500	39010	-
-19500	39480	F1
-19500	39950	F2F3
-19500	40420	F1
-19500	40890	F1F3
-19500	41360	F1
-19500	41830	F2F3
-19500	42300	F1
-19500	42770	-
-19500	43240	F1F3
-19500	43710	F1
-19500	44180	-
-19500	44650	F2F3
-19500	45120	F1F3
-19500	45590	F1F3
-19500	46060	-
-19500	46530	F1
-19500	47000	F1
-19500	47470	F1
-19500	47940	F1F3
-19500	48410	F2F3
-19500	48880	F1
-19500	49350	F1
-19500	49820	F1F2
-19500	50290	F1F3
-19500	50760	-
-19500	51230	-
-19500	51700	F2F3
-19500	52170	F1
-19500	52640	F1
-19500	53110	-
-19500	53580	F1
-19500	54050	F1
-19500	54520	F2F3
-19500	54990	F2F3
-19500	55460	F1
-19500	55930	F2F3
-19500	56400	F1
-19500	56870	F1
-19500	57340	F1
-19500	57810	F1F3
-19500	58280	F1F2F3
-19500	58750	F1F3
-19500	59220	F1F3
-19500	59690	F1F3
-19500	60160	F1F2
-19500	60630	F1F2
-19500	61100	F1
-19500	61570	F1F3
-19500	62040	F1F2
-19500	62510	F1F2
-19500	62980	F1F2
-19500	63450	-
-19500	63920	F1F3
-19500	64390	F1F2
-19500	64860	F1F2
-19500	65330	F1F2F3
-19500	65800	F1F3
-19500	66270	F1F2
-19500	66740	F1F3
-19500	67210	F1F2F3
-19500	67680	F1F2F3
-19500	68150	F1F2F3
-19500	68620	F1F2
-19500	69090	F1F3
-19500	69560	F1F2F3
-19500	70030	F1F2
-19500	70500	F1F2F3
-19500	70970	F1F2F3
-18850	20680	F1F3
-18850	21150	F1
-18850	21620	F1F2
-18850	22090	F1F2
-18850	22560	F1
-18850	23030	F1F3
-18850	23500	F1
-18850	23970	F2F3
-18850	24440	-
-18850	24910	F2F3
-18850	25380	-
-18850	25850	F1F3
-18850	26320	F2F3
-18850	26790	F1
-18850	27260	-
-18850	27730	F1
-18850	28200	F1F3
-18850	28670	F2F3
-18850	29140	F1F3
-18850	29610	F2F3
-18850	30080	F1
-18850	30550	F2F3
-18850	31020	F1
-18850	31490	-
-18850	31960	F1
-18850	32430	F1
-18850	32900	F1
-18850	33370	F2F3
-18850	33840	F2F3
-18850	34310	F1F3
-18850	34780	-
-18850	35250	F1
-18850	35720	F2
-18850	36190	F1F3
-18850	36660	F1
-18850	37130	F1
-18850	37600	F1
-18850	38070	F1
-18850	38540	F2F3
-18850	39010	F1
-18850	39480	F1F3
-18850	39950	-
-18850	40420	F1
-18850	40890	F2F3
-18850	41360	F2
-18850	41830	F2F3
-18850	42300	F2
-18850	42770	F2F3
-18850	43240	F1
-18850	43710	F1
-18850	44180	F1
-18850	44650	-
-18850	45120	F1
-18850	45590	F1F3
-18850	46060	-
-18850	46530	F1F3
-18850	47000	F2F3
-18850	47470	F2F3
-18850	47940	F1
-18850	48410	F1
-18850	48880	-
-18850	49350	F1F3
-18850	49820	F1F3
-18850	50290	F1
-18850	50760	F1
-18850	51230	-
-18850	51700	-
-18850	52170	F1
-18850	52640	-
-18850	53110	-
-18850	53580	F1F2
-18850	54050	F1
-18850	54520	F1F3
-18850	54990	F1
-18850	55460	F1
-18850	55930	-
-18850	56400	F1F2
-18850	56870	F1F3
-18850	57340	F1
-18850	57810	F1F3
-18850	58280	F1
-18850	58750	F1
-18850	59220	F1
-18850	59690	F2F3
-18850	60160	F1F3
-18850	60630	-
-18850	61100	-
-18850	61570	F1F3
-18850	62040	F1F2
-18850	62510	F1
-18850	62980	F1F3
-18850	63450	-
-18850	63920	F1F2
-18850	64390	F1F3
-18850	64860	-
-18850	65330	F1F3
-18850	65800	F1F3
-18850	66270	F1F2
-18850	66740	F1F2F3
-18850	67210	F1F3
-18850	67680	F1F2
-18850	68150	F1F2
-18850	68620	F1F3
-18850	69090	F1F2
-18850	69560	F1F2
-18850	70030	F1F2F3
-18850	70500	F1
-18850	70970	F1F2
-18850	71440	F2F3
-18850	71910	F1F2
-18850	72380	-
-18850	72850	F1F3
-18200	19270	F1F2
-18200	19740	F1
-18200	20210	F1F3
-18200	20680	F1F3
-18200	21150	F1F3
-18200	21620	F1F3
-18200	22090	F1
-18200	22560	F1
-18200	23030	F1
-18200	23500	F1F3
-18200	23970	F1F3
-18200	24440	F1F3
-18200	24910	-
-18200	25380	-
-18200	25850	F2F3
-18200	26320	-
-18200	26790	-
-18200	27260	F2F3
-18200	27730	F1
-18200	28200	F1F3
-18200	28670	F1F2
-18200	29140	F1
-18200	29610	F1F3
-18200	30080	F1F3
-18200	30550	F2F3
-18200	31020	F2F3
-18200	31490	F1
-18200	31960	F1F3
-18200	32430	F1F3
-18200	32900	F1
-18200	33370	F1
-18200	33840	F1
-18200	34310	F2F3
-18200	34780	F1
-18200	35250	F1
-18200	35720	F1F3
-18200	36190	F1
-18200	36660	F2F3
-18200	37130	F1
-18200	37600	-
-18200	38070	F1F2
-18200	38540	F2F3
-18200	39010	F1F3
-18200	39480	F2F3
-18200	39950	F1F3
-18200	40420	F1
-18200	40890	F1
-18200	41360	F1
-18200	41830	F1
-18200	42300	F1F2
-18200	42770	F1F3
-18200	43240	F2F3
-18200	43710	F2F3
-18200	44180	-
-18200	44650	F2F3
-18200	45120	F1F3
-18200	45590	F1
-18200	46060	-
-18200	46530	F1F3
-18200	47000	-
-18200	47470	F1F2
-18200	47940	F1
-18200	48410	F2F3
-18200	48880	F1
-18200	49350	F1F2
-18200	49820	F1F3
-18200	50290	F1F3
-18200	50760	F1F3
-18200	51230	F1F3
-18200	51700	F1
-18200	52170	F1F3
-18200	52640	-
-18200	53110	F1
-18200	53580	F1F3
-18200	54050	F1
-18200	54520	F1
-18200	54990	F1F3
-18200	55460	F1F2
-18200	55930	F1
-18200	56400	F1F3
-18200	56870	F1F3
-18200	57340	F1F3
-18200	57810	-
-18200	58280	F1F3
-18200	58750	F1F2
-18200	59220	-
-18200	59690	F1F2
-18200	60160	F1F2
-18200	60630	-
-18200	61100	F1
-18200	61570	-
-18200	62040	F1
-18200	62510	F1F2
-18200	62980	F1F3
-18200	63450	-
-18200	63920	F1F3
-18200	64390	F1F2F3
-18200	64860	F1F2
-18200	65330	F1F3
-18200	65800	F1F3
-18200	66270	F1F2
-18200	66740	F1F2
-18200	67210	F1F2
-18200	67680	F1F3
-18200	68150	F1F3
-18200	68620	-
-18200	69090	F1F2
-18200	69560	F1F2F3
-18200	70030	F1F2
-18200	70500	F1F2F3
-18200	70970	F1F2
-18200	71440	F1F2F3
-18200	71910	F1F2
-18200	72380	-
-18200	72850	-
-18200	73320	F1F2F3
-18200	73790	F1F2F3
-18200	74260	F1F3
-17550	17860	F1F3
-17550	18330	F1F2
-17550	18800	-
-17550	19270	F1F2
-17550	19740	F1F3
-17550	20210	F1F3
-17550	20680	F1F3
-17550	21150	F1F2
-17550	21620	-
-17550	22090	F1F3
-17550	22560	-
-17550	23030	F1
-17550	23500	F1
-17550	23970	F1F3
-17550	24440	-
-17550	24910	-
-17550	25380	-
-17550	25850	F1F2
-17550	26320	F1
-17550	26790	F1
-17550	27260	F1
-17550	27730	F1F3
-17550	28200	F1
-17550	28670	F1
-17550	29140	F1
-17550	29610	F1
-17550	30080	F1
-17550	30550	F1
-17550	31020	F1F2
-17550	31490	F1
-17550	31960	F2F3
-17550	32430	F1
-17550	32900	F1
-17550	33370	F1F3
-17550	33840	F1F3
-17550	34310	F1F3
-17550	34780	F1F3
-17550	35250	F1F3
-17550	35720	F1F3
-17550	36190	F1
-17550	36660	F2F3
-17550	37130	F1F3
-17550	37600	F1F3
-17550	38070	-
-17550	38540	F2F3
-17550	39010	F1F3
-17550	39480	F1F3
-17550	39950	F1F3
-17550	40420	F1
-17550	40890	F1
-17550	41360	F1
-17550	41830	F1
-17550	42300	F1
-17550	42770	F1F3
-17550	43240	F1F2
-17550	43710	F1
-17550	44180	F1F3
-17550	44650	F1F3
-17550	45120	F1F3
-17550	45590	F1F3
-17550	46060	F1F3
-17550	46530	F1F3
-17550	47000	F1
-17550	47470	F1
-17550	47940	F1
-17550	48410	F1F2
-17550	48880	F1F3
-17550	49350	F1F3
-17550	49820	F1F2
-17550	50290	F1F3
-17550	50760	F1F2
-17550	51230	F1F2
-17550	51700	-
-17550	52170	F1F3
-17550	52640	-
-17550	53110	-
-17550	53580	F1F3
-17550	54050	F1
-17550	54520	F1F3
-17550	54990	-
-17550	55460	F1F3
-17550	55930	F1
-17550	56400	F1F3
-17550	56870	F1F2
-17550	57340	F1F3
-17550	57810	-
-17550	58280	F1F3
-17550	58750	F1F2
-17550	59220	F1F2
-17550	59690	F1F3
-17550	60160	F1F2
-17550	60630	-
-17550	61100	F1F2
-17550	61570	-
-17550	62040	F1F3
-17550	62510	F1F2
-17550	62980	F1F2
-17550	63450	F1F2
-17550	63920	F1F3
-17550	64390	F1F3
-17550	64860	-
-17550	65330	F1F3
-17550	65800	F1F2F3
-17550	66270	F1F2
-17550	66740	F1F2
-17550	67210	F1F2
-17550	67680	F1F2F3
-17550	68150	F1F2F3
-17550	68620	-
-17550	69090	F1F2F3
-17550	69560	F1F2F3
-17550	70030	-
-17550	70500	F1F2F3
-17550	70970	F1F2F3
-17550	71440	F1F3
-17550	71910	F1F2F3
-17550	72380	F1F2F3
-17550	72850	F1F2F3
-17550	73320	F1F2
-17550	73790	F1F2F3
-17550	74260	-
-17550	74730	F1F2
-17550	75200	-
-17550	75670	F1F2F3
-16900	16450	F1F2
-16900	16920	F1F2
